Career,skill1,skill2,skill3,skill4,skill5,skill6,skill7,skill8,skill9,skill10,skill11,skill12,skill13,skill14,skill15,skill16,skill17,skill18,skill19,skill20,skill21,skill22,skill23,skill24,skill25,skill26,skill27,skill28,skill29,skill30,skill31,skill32,skill33,skill34,skill35,skill36,skill37
Mobile App Developer,Mobile App Development, Game Development, Blockchain, Artificial Intelligence (AI), Deep Learning, Machine Learning, Data Engineering, Critical Thinking, Interpersonal Skills, Adaptability, Research on Artificial Intelligence and Machine learning, Android App Develop, Work with new idea,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Network Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Problem Solving and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualisation, System Design, Software Quality Testing, Api testing, Project Management,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Artificial Intelligence (AI), Machine Learning, Operative Pedagogue, Leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Blockchain, Interpersonal Skills, Research on Artificial Intelligence and machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Analysis and Visualization, Big Data Technologies, Data Structure, Communication, Critical Thinking, Interpersonal Skills, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and Machine Learning, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Cryptograph, Database Development, Data Analysis and Visualization, Big Data Technologies, Data Engineering, Feature Engineering, Statistical Analysis, Robotics Knowledge, Internet of Things, System Design, Project Management, API Knowledge, Cloud Computing, Network Topologies, Network Security, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Research on Artificial Intelligence and Machine learning, Coding Bootcamps and Workshops, Research on Natural Language Processing, Web based projects develop, Image Processing,,,,,,
AI Engineer,Website Development, Language Translation, API Knife Practice, Website Building and Assisting, Graphic Design and Beauty Trees, Search Engine Optimization (SEO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Deep Learning, Machine Learning, Data Engagement, Big Data Technologies, Data Analysis and Visualization, Cybersecurity, Data Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Statistical Analysis, Data Analysis and Visualization, Data Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Cybersecurity, DatabaseDevelopment, Network Security, Problem Solving and Analysis Artificial Intelligence of Concept (AIOC), Project Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Blockchain, Artificial Intelligence (AI), Deep Learning, Machine Learning, Data Engineering, Statistical Analysis, Operating Systems and Networking, Database Development, Research on Artificial Intelligence and Machine learning, Coding Bootcamps and Workshops,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database Administrator,Database Development, Data Analysis and Visualization, Big Data Technologies, Data Engineering, Cloud Computing, Research on Natural Language Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Problem Solving and Analysis, Cybersecurity, Research on Cyber Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Blockchain, API Testing, Performance Testing, Search Engine Optimization (SEO), UI/UX Knowledge, Android App Develop, Software Quality Assurance Register, Api testing,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Game Development, System Design, Software Quality Testing, Project Management, Interpersonal Skills, Adaptability, Software Testing Related Work, Mobile Application Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Graphic Design, UI/UX Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Machine Learning, Feature Engineering, Big Data Technologies, Robotics Knowledge, Internet of Things, Working with Robots, Working with IoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and Machine Learning, Research on Artificial Intelligence and Machine learning, Research on Natural Language Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI) and Machine Learning, Data Analysis and Visualization, Big Data Technologies, Digital Marketing, Social Media Engagement, Project Management, Cybersecurity, System Design, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Data Analysis and Visualization, Network Security, Communication, Critical Thinking, Artificial Intelligence (AI) and Machine Learning, Cloud Computing, Netoworking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Database Development, API Testing, API Knowledge, Web based project develop, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database Administrator,Database Development, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Problem Solving and Analysis, Cloud Computing, Artificial Intelligence (AI) and Machine Learning, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Network Security, Network Topologies, Redirecting, Comment Writings, Critical Thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Statistical Analysis, Data Analysis and Visualization, Data Structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, problem solver, UI/Ux Knowledge, Communication, Teamwork, based on idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Database Development, Data Analysis and Visualization, Big Data Technologies, Data Engineering, Internet of Things, Network Security, Research on Artificial Intelligence and Machine learning, Android App Develop, Working with IoT, Research on Cyber Security,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Robotics Knowledge, System Design, Project Management, Teaching Assistantships (TAs), Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Internet of Things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Problem Solving and Analysis, Database Development, Project management, Web based project develop, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Firewall, Network Security, Network Topologies, Communication, Critical Thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, IT Relational Affairs, Block Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,System Design, Game Development, Web based project develop, Image Managemen, Website Display in Residency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, API Knowledge, Cloud Computing, Working with Technology and New Idea Generation, Communication, Interpersonal Skills, Adaptability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Artificial Intelligence (AI) and Machine Learning, Cybersecurity, Data Engineer, Big Data Technologies, Internet of Things, API Knowledge, Cloud Computing, Network Topologies, Network Security, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Coding Bootcamps and Workshops, Working with Robotics,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Blockchain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Problem Solving and Analysis, Database Development, Communication, Data Engagement, Data Analysis and Visualization, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Machine Learning, Features Engineering, Big Data Technology, Robotics Knowledge, Internet of Things, Working with Robots, Working with IoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Network Security, Network Topologies, Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Blockchain, Cybersecurity, Cryptograph, Network Security, Network Topologies, Operating Systems and Networking, Cloud Computing, Critical Thinking, Adaptability,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Graphic Design, Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Research on Cyber Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Problem solving & codning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,Database Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Operating Systems and Networking, Computer Network, Artificial Intelligence and Machine learning, Block Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and machine learning, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Analysis and Visualization, Critical Thinking, Database Development, Communication, Big Data Technologies, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Engineering, Big Data Technologies, Data Analysis and Visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Photography, Becoming a Graphic Designer or Illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,System Design, Project Management, Teaching, UI/UX Knowledge, System Design, Software Quality Testing, Software Quality Assurance, Project Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Game Development, System Design, Software QA, Project Management, Teams management, System Layout, Software Architectures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Big Data Technologies,Project Management, Adaptability, Database Development, Data Analysis and Visualization, Data Engineering, System Design, Cloud Computing, Software Quality Assurance, Api testing,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Problem Solving and Analysis, Directors/Jack of Ceremony, Religious Non Profits to come., Android App Develop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Problem Solving and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Problem Solving and Analysis, Cybersecurity, Research on Cyber Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Data Analysis and Visualization, Network Security, Communication, Critical Thinking, Artificial Intelligence (AI) and Machine Learning, Cloud Computing, Network Topologies, Adaptability, Problem Solution, Collaboration, Conception, Ideation, Critical Thinking,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Deep Learning, Machine Learning, Data Engineering, Big Data Technologies, Data Analysis and Visualization, Database Development, Problem Solving and Analysis, Data Structure, Project Management, Data Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Dataset Generation, Artificial Intelligence and Machine learning, Crime Reporter, Web based project develop, Software Testing Related Work, Display Driver, Eye Tracking Technology, Google Search Engine Loads, Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Cryptograph, Database Development, Data Analysis and Visualization, Big Data Technologies, Data Engineering, Feature Engineering, Statistical Analysis, Robotics Knowledge, Internet of Things, System Design, Project Management, API Knowledge, Cloud Computing, Network Topologies, Network Security, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Research on Artificial Intelligence and Machine learning, Coding Bootcamps and Workshops, Research on Natural Language Processing, Web based project develop, Image Processing,,,,,,,
Machine Learning Engineer,Machine Learning, Data Engineering, Statistical Analysis, Operating Systems and Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Internet of Things, Critical Thinking, Interpersonal Skills, Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Data Analysis andVisualization, Network Security, Communication, Critical Thinking, Artificial Intelligence (AI) and Machine Learning, Cloud Computing, Network topogon, System design, Project management, API knowledge, Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Internet of Things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,UI/UX Related Job, Working with Technology and New Idea Generate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Problem Solving and Analysis, Database Development, Data Analysis and Visualization, Big Data Technologies, Data Engineering, Api testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Cloud Computing, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, System Design, Software Quality Testing, Robotics Knowledge, Internet of Things, Project Management, Social Media Management, working with new idea,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,System Design, Web Games Development, UI/UX Knowledge, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Blockchain technology, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development; Problem Solving and Analysis, Graphic Design, Search Engine Optimization (SEO), Ux Design, Illustration and Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Problem Solving and Analysis, Internet of Things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Analysis and Visualization, Cybersecurity, Cryptography, Network Security, Problem Solving and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Game Development, Cybersecurity, Web based project develop, Artificial Intelligence (AI) and Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Graphic Design, Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Deep Learning, Machine Learning, data engineering, statistical analysis, data analysis and visualization, database development, system design, cloud computing, problem solving, data structure, fluxucky, qiskit, data science news,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and Machine Learning, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
